"Gene","EffectSize","Avg","t_stat","p.value","q.value","log_odds","min_samples","p.left","p.right","q.left","q.right"
"DDX27 (55661)",0.707593605680299,-0.985337687421429,7.26130993855319,7.59604091815232e-10,6.05784263222648e-06,11.9502428754239,23,0.999999999620198,3.79802045907616e-10,0.999999999620198,3.02892131611324e-06
"AAMP (14)",0.666863463433781,-0.6375207351469,6.25730502384644,4.0756656810527e-08,0.000109457993839724,8.32887825638191,23,0.999999979621672,2.03783284052635e-08,0.999999999620198,5.47289969198618e-05
"RPS21 (6227)",0.555550273739282,-1.27914564277239,6.25470086027812,4.11754208801468e-08,0.000109457993839724,8.31956214173048,23,0.99999997941229,2.05877104400734e-08,0.999999999620198,5.47289969198618e-05
"SF3B4 (10262)",0.600850206784515,-0.986178902367754,5.76665725553999,2.7531104967697e-07,0.000534478794447737,6.57529982907736,21,0.999999862344475,1.37655524838485e-07,0.999999999620198,0.000267239397223868
"MDM4 (4194)",0.612539702326102,-0.129015081789575,5.67503390772671,3.35096422851246e-07,0.000534478794447737,6.41795750434,24,0.999999832451789,1.67548211425623e-07,0.999999999620198,0.000267239397223868
"KIF18A (81930)",-0.457216189391302,-0.421204948278537,-5.48702656353524,8.03860966407555e-07,0.000944978708175663,5.60962028343944,23,4.01930483203778e-07,0.999999598069517,0.00256512688897872,0.999999598069517
"WDR46 (9277)",0.349305220031345,-0.931511729579708,5.47879055838258,8.29448395890865e-07,0.000944978708175663,5.58104165714252,23,0.999999585275802,4.14724197945432e-07,0.999999999620198,0.000545467244543663
"EIF5AL1 (143244)",0.436956656579907,-0.308378612263419,5.44099287207419,9.57560053117403e-07,0.000954567677951411,5.45005069018788,23,0.999999521219973,4.78780026558701e-07,0.999999999620198,0.000545467244543663
"ANAPC4 (29945)",-0.376881820932443,-0.661390465696115,-5.36301748359094,1.28658401955045e-06,0.00112283570876925,5.18070543270383,23,6.43292009775227e-07,0.99999935670799,0.00256512688897872,0.999999598069517
"BIRC5 (332)",0.524251768132023,-0.689583292047605,5.30531132325534,1.40794446240658e-06,0.00112283570876925,5.10256464094465,24,0.999999296027769,7.0397223120329e-07,0.999999999620198,0.00070177231798078
